registry_id,facility_name,parent_company,sic_code,latitude,longitude,state,city,year,caa_formal_actions,cwa_formal_actions,rcra_formal_actions,total_formal_actions,caa_penalties,cwa_penalties,rcra_penalties,total_penalties,last_action_date
110000000009,Mosaic Company Refinery #2,Mosaic Company,1474,27.769,-84.0732,FL,FLCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000009,Mosaic Company Refinery #2,Mosaic Company,1474,27.769,-84.0732,FL,FLCity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000009,Mosaic Company Refinery #2,Mosaic Company,1474,27.769,-84.0732,FL,FLCity2,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000009,Mosaic Company Refinery #2,Mosaic Company,1474,27.769,-84.0732,FL,FLCity2,2020,0,0,1,1,0.0,0.0,31585.1,31585.1,2020-08-11
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000010,Cleveland-Cliffs Inc Manufacturing Site,Cleveland-Cliffs Inc,1011,41.3437,-83.7996,OH,OHCity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000011,Cleveland-Cliffs Inc Plant #2,Cleveland-Cliffs Inc,1011,42.3928,-84.6002,OH,OHCity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000011,Cleveland-Cliffs Inc Plant #2,Cleveland-Cliffs Inc,1011,42.3928,-84.6002,OH,OHCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000011,Cleveland-Cliffs Inc Plant #2,Cleveland-Cliffs Inc,1011,42.3928,-84.6002,OH,OHCity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000011,Cleveland-Cliffs Inc Plant #2,Cleveland-Cliffs Inc,1011,42.3928,-84.6002,OH,OHCity2,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000011,Cleveland-Cliffs Inc Plant #2,Cleveland-Cliffs Inc,1011,42.3928,-84.6002,OH,OHCity2,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2015,0,1,0,1,0.0,10844.39,0.0,10844.39,2015-07-07
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000012,Alcoa Corporation Plant,Alcoa Corporation,1000,42.0473,-80.1435,PA,PACity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000013,Alcoa Corporation Plant #2,Alcoa Corporation,1000,42.3242,-79.2528,PA,PACity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000013,Alcoa Corporation Plant #2,Alcoa Corporation,1000,42.3242,-79.2528,PA,PACity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000013,Alcoa Corporation Plant #2,Alcoa Corporation,1000,42.3242,-79.2528,PA,PACity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000013,Alcoa Corporation Plant #2,Alcoa Corporation,1000,42.3242,-79.2528,PA,PACity2,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000013,Alcoa Corporation Plant #2,Alcoa Corporation,1000,42.3242,-79.2528,PA,PACity2,2020,0,0,2,2,0.0,0.0,2276.82,2276.82,2020-11-17
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000014,Alcoa Corporation Manufacturing Site #3,Alcoa Corporation,1000,41.685,-80.9214,PA,PACity3,2020,0,1,0,1,0.0,277.69,0.0,277.69,2020-09-21
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2016,0,1,0,1,0.0,2914.02,0.0,2914.02,2016-04-11
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2017,0,1,0,1,0.0,600.03,0.0,600.03,2017-03-31
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000015,Alcoa Corporation Facility #4,Alcoa Corporation,1000,41.4125,-78.9902,PA,PACity4,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000016,United States Steel Corp Refinery,United States Steel Corp,1011,41.1009,-81.0765,PA,PACity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000016,United States Steel Corp Refinery,United States Steel Corp,1011,41.1009,-81.0765,PA,PACity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000016,United States Steel Corp Refinery,United States Steel Corp,1011,41.1009,-81.0765,PA,PACity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000016,United States Steel Corp Refinery,United States Steel Corp,1011,41.1009,-81.0765,PA,PACity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000017,United States Steel Corp Facility #2,United States Steel Corp,1011,38.6832,-79.2584,PA,PACity2,2020,0,0,1,1,0.0,0.0,30457.99,30457.99,2020-09-15
110000000018,United States Steel Corp Manufacturing Site #3,United States Steel Corp,1011,39.2709,-79.4151,PA,PACity3,2015,0,0,1,1,0.0,0.0,2107.85,2107.85,2015-02-28
110000000018,United States Steel Corp Manufacturing Site #3,United States Steel Corp,1011,39.2709,-79.4151,PA,PACity3,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000018,United States Steel Corp Manufacturing Site #3,United States Steel Corp,1011,39.2709,-79.4151,PA,PACity3,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000018,United States Steel Corp Manufacturing Site #3,United States Steel Corp,1011,39.2709,-79.4151,PA,PACity3,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000018,United States Steel Corp Manufacturing Site #3,United States Steel Corp,1011,39.2709,-79.4151,PA,PACity3,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2017,1,0,0,1,6116.97,0.0,0.0,6116.97,2017-06-10
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2018,0,1,1,2,0.0,18065.22,17337.27,35402.49,2018-01-01
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000019,United States Steel Corp Manufacturing Site #4,United States Steel Corp,1011,39.0617,-81.8907,PA,PACity4,2020,1,0,0,1,3097.29,0.0,0.0,3097.29,2020-11-02
110000000020,Nucor Corporation Manufacturing Site,Nucor Corporation,1011,36.7346,-77.2399,NC,NCCity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000020,Nucor Corporation Manufacturing Site,Nucor Corporation,1011,36.7346,-77.2399,NC,NCCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000020,Nucor Corporation Manufacturing Site,Nucor Corporation,1011,36.7346,-77.2399,NC,NCCity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000020,Nucor Corporation Manufacturing Site,Nucor Corporation,1011,36.7346,-77.2399,NC,NCCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2017,0,0,2,2,0.0,0.0,8657.92,8657.92,2017-01-02
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2018,1,0,0,1,702.97,0.0,0.0,702.97,2018-12-21
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000021,Nucor Corporation Plant #2,Nucor Corporation,1011,37.3639,-78.322,NC,NCCity2,2020,0,2,0,2,0.0,279.62,0.0,279.62,2020-04-09
110000000022,Commercial Metals Company Plant,Commercial Metals Company,1011,30.9857,-101.8852,TX,TXCity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000022,Commercial Metals Company Plant,Commercial Metals Company,1011,30.9857,-101.8852,TX,TXCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000022,Commercial Metals Company Plant,Commercial Metals Company,1011,30.9857,-101.8852,TX,TXCity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000022,Commercial Metals Company Plant,Commercial Metals Company,1011,30.9857,-101.8852,TX,TXCity1,2019,3,0,0,3,113278.83,0.0,0.0,113278.83,2019-01-20
110000000022,Commercial Metals Company Plant,Commercial Metals Company,1011,30.9857,-101.8852,TX,TXCity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2018,1,1,0,2,30209.61,18409.7,0.0,48619.3,2018-04-24
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000023,Commercial Metals Company Plant #2,Commercial Metals Company,1011,33.122,-101.5928,TX,TXCity2,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2018,2,0,0,2,698970.03,0.0,0.0,698970.03,2018-03-05
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000024,Steel Dynamics Inc Refinery,Steel Dynamics Inc,1011,38.1536,-86.7311,IN,INCity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2015,0,1,0,1,0.0,1520.32,0.0,1520.32,2015-02-24
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2017,0,1,0,1,0.0,13362.37,0.0,13362.37,2017-11-01
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000025,Rio Tinto plc Facility,Rio Tinto plc,1000,50.7236,-0.1675,UK,UKCity1,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000026,Rio Tinto plc Facility #2,Rio Tinto plc,1000,51.1695,-1.5228,UK,UKCity2,2015,0,1,0,1,0.0,2318.22,0.0,2318.22,2015-09-21
110000000026,Rio Tinto plc Facility #2,Rio Tinto plc,1000,51.1695,-1.5228,UK,UKCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000026,Rio Tinto plc Facility #2,Rio Tinto plc,1000,51.1695,-1.5228,UK,UKCity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000026,Rio Tinto plc Facility #2,Rio Tinto plc,1000,51.1695,-1.5228,UK,UKCity2,2019,0,1,0,1,0.0,132838.84,0.0,132838.84,2019-03-24
110000000026,Rio Tinto plc Facility #2,Rio Tinto plc,1000,51.1695,-1.5228,UK,UKCity2,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2015,1,1,0,2,4456.37,254.46,0.0,4710.83,2015-06-26
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000027,Rio Tinto plc Facility #3,Rio Tinto plc,1000,52.5022,0.8857,UK,UKCity3,2020,0,0,0,0,0.0,0.0,0.0,0.0,
110000000028,Rio Tinto plc Manufacturing Site #4,Rio Tinto plc,1000,52.3046,-1.8771,UK,UKCity4,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000028,Rio Tinto plc Manufacturing Site #4,Rio Tinto plc,1000,52.3046,-1.8771,UK,UKCity4,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000028,Rio Tinto plc Manufacturing Site #4,Rio Tinto plc,1000,52.3046,-1.8771,UK,UKCity4,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000028,Rio Tinto plc Manufacturing Site #4,Rio Tinto plc,1000,52.3046,-1.8771,UK,UKCity4,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000028,Rio Tinto plc Manufacturing Site #4,Rio Tinto plc,1000,52.3046,-1.8771,UK,UKCity4,2019,0,1,0,1,0.0,315238.16,0.0,315238.16,2019-11-26
110000000029,BHP Group Limited Facility,BHP Group Limited,1000,-25.0678,134.2262,AU,AUCity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000029,BHP Group Limited Facility,BHP Group Limited,1000,-25.0678,134.2262,AU,AUCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000029,BHP Group Limited Facility,BHP Group Limited,1000,-25.0678,134.2262,AU,AUCity1,2018,0,0,0,0,0.0,0.0,0.0,0.0,
110000000029,BHP Group Limited Facility,BHP Group Limited,1000,-25.0678,134.2262,AU,AUCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
110000000029,BHP Group Limited Facility,BHP Group Limited,1000,-25.0678,134.2262,AU,AUCity1,2020,0,1,0,1,0.0,51891.92,0.0,51891.92,2020-08-17
110000000030,BHP Group Limited Manufacturing Site #2,BHP Group Limited,1000,-26.8631,135.6383,AU,AUCity2,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000030,BHP Group Limited Manufacturing Site #2,BHP Group Limited,1000,-26.8631,135.6383,AU,AUCity2,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000030,BHP Group Limited Manufacturing Site #2,BHP Group Limited,1000,-26.8631,135.6383,AU,AUCity2,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000030,BHP Group Limited Manufacturing Site #2,BHP Group Limited,1000,-26.8631,135.6383,AU,AUCity2,2018,1,0,0,1,141851.95,0.0,0.0,141851.95,2018-04-01
110000000031,Peabody Energy Corp Facility,Peabody Energy Corp,1221,37.3483,-93.144,MO,MOCity1,2015,0,0,0,0,0.0,0.0,0.0,0.0,
110000000031,Peabody Energy Corp Facility,Peabody Energy Corp,1221,37.3483,-93.144,MO,MOCity1,2016,0,0,0,0,0.0,0.0,0.0,0.0,
110000000031,Peabody Energy Corp Facility,Peabody Energy Corp,1221,37.3483,-93.144,MO,MOCity1,2017,0,0,0,0,0.0,0.0,0.0,0.0,
110000000031,Peabody Energy Corp Facility,Peabody Energy Corp,1221,37.3483,-93.144,MO,MOCity1,2018,2,0,0,2,95208.05,0.0,0.0,95208.05,2018-06-15
110000000031,Peabody Energy Corp Facility,Peabody Energy Corp,1221,37.3483,-93.144,MO,MOCity1,2019,0,0,0,0,0.0,0.0,0.0,0.0,
